식품명,식품대분류명,대표식품명,식품중분류명
스무디_샤인머스켓 그라니따 (R),음료 및 차류,스무디,해당없음
스무디_석류 콜라겐 요거트스무디,음료 및 차류,스무디,해당없음
스무디_성주참외꿀스무디 아이스(ICED),음료 및 차류,스무디,해당없음
스무디_솜사탕 팝핑 스무디,음료 및 차류,스무디,해당없음
스무디_수박 달달 스무디 아이스(ICED),음료 및 차류,스무디,해당없음
스무디_수박 메론 스무디,음료 및 차류,스무디,해당없음
스무디_수박그라니따 (R),음료 및 차류,스무디,해당없음
스무디_순수 치즈 프라페,음료 및 차류,스무디,해당없음
스무디_슈크림허니퐁크러쉬,음료 및 차류,스무디,해당없음
스무디_스트로베리 그라니따 (R),음료 및 차류,스무디,해당없음
스무디_스트로베리 요거트 그라니따 (R),음료 및 차류,스무디,해당없음
스무디_스트로베리 치즈프라페,음료 및 차류,스무디,해당없음
스무디_스트로베리 크림스무디,음료 및 차류,스무디,해당없음
스무디_스트로베리초콜릿프라페 아이스(ICED) (L),음료 및 차류,스무디,해당없음
스무디_스트로베리초콜릿프라페 아이스(ICED) (Max),음료 및 차류,스무디,해당없음
스무디_스트로베리초콜릿프라페 아이스(ICED) (R),음료 및 차류,스무디,해당없음
스무디_스트로베리치즈홀릭,음료 및 차류,스무디,해당없음
스무디_스트로베리피치프라페 아이스(ICED) (L),음료 및 차류,스무디,해당없음
스무디_스트로베리피치프라페 아이스(ICED) (R),음료 및 차류,스무디,해당없음
스무디_아이스 블루베리요거트 블렌디드,음료 및 차류,스무디,해당없음
스무디_아임파인,음료 및 차류,스무디,해당없음
스무디_애플망고 스무디,음료 및 차류,스무디,해당없음
스무디_애플망고 스무디,음료 및 차류,스무디,해당없음
스무디_애플망고 요거 프라노베,음료 및 차류,스무디,해당없음
스무디_어른커피쉐이크,음료 및 차류,스무디,해당없음
스무디_얼음수박,음료 및 차류,스무디,해당없음
스무디_에스프레소 밀크 프라페,음료 및 차류,스무디,해당없음
스무디_에스프레소 프라노베,음료 및 차류,스무디,해당없음
스무디_에스프레소 프라푸치노 (Tall),음료 및 차류,스무디,해당없음
스무디_에스프레소 프로스트 (L),음료 및 차류,스무디,해당없음
스무디_에스프레소 프로스트 (R),음료 및 차류,스무디,해당없음
스무디_엑스트라 자바칩 탐앤치노,음료 및 차류,스무디,해당없음
스무디_연유딸기쉑,음료 및 차류,스무디,해당없음
스무디_연유망고쉑,음료 및 차류,스무디,해당없음
스무디_오곡 밀크 프라페,음료 및 차류,스무디,해당없음
스무디_오곡프로스트 (L),음료 및 차류,스무디,해당없음
스무디_오곡프로스트 (R),음료 및 차류,스무디,해당없음
스무디_오리지널 바닐라 쉐이크 (R),음료 및 차류,스무디,해당없음
스무디_오리진 쉐이크,음료 및 차류,스무디,해당없음
스무디_요거트 스노우,음료 및 차류,스무디,해당없음
스무디_요거트 스무디,음료 및 차류,스무디,해당없음
스무디_요거트 애플망고 (L),음료 및 차류,스무디,해당없음
스무디_요거트 요프치노,음료 및 차류,스무디,해당없음
